,Make,Model,Variant,Ex-Showroom_Price,Displacement,Cylinders,Valves_Per_Cylinder,Drivetrain,Cylinder_Configuration,Emission_Norm,Fuel_Tank_Capacity,Fuel_Type,Body_Type,Height,Length,Width,Doors,ARAI_Certified_Mileage,Gears,Ground_Clearance,Seating_Capacity,Type,Airbags,Kerb_Weight,Front_Track,Rear_Track,Power,Torque,Wheelbase,Minimum_Turning_Radius
361,Toyota,Platinum Etios,Vx,778400,1496,4,4,FWD,In-line,BS IV,45,Petrol,Sedan,1510,4369,1695,4,16.78,5,170,5,Manual,2,990,1490,1540,22.5,44,2550,4.8
362,Maruti Suzuki,Dzire,Zxi At,779113,1197,4,4,FWD,In-line,BS IV,37,Petrol,Sedan,1515,3995,1735,4,22,5,163,5,Automatic,2,882,1490,1540,19.22,28.75,2450,4.8
363,Hyundai,Venue,1.4,780000,1397,4,4,FWD,In-line,BS IV,45,Diesel,SUV,1590,3995,1770,5,23.7,6,200,5,Manual,2,1785,1490,1540,19.22,146.67,2500,5.2
364,Mahindra,Kuv100 Nxt,K8 D 5Str,780884,1198,3,4,FWD,In-line,BS IV,35,Diesel,Hatchback,1655,3700,1735,5,25.32,5,170,5,Manual,2,1785,1490,1490,19.22,108.57,2385,5.05
365,Honda,Amaze,Vx Mt Petrol,781000,1199,4,4,FWD,In-line,BS VI,35,Petrol,Sedan,1501,3995,1695,4,19.5,5,170,5,Manual,2,924,1490,1540,19.22,22.92,2470,4.7
366,Nissan,Micra,Xv Cvt,781686,1198,3,12,FWD,In-line,BS IV,41,Petrol,Hatchback,1530,3825,1665,5,19.34,5,154,5,Automatic,2,1785,1490,1540,19.22,23.64,2450,4.65
367,Hyundai,Xcent,1.2,782346,1197,4,4,FWD,In-line,BS IV,43,Petrol,Sedan,1520,3995,1660,4,23,5,165,5,Manual,2,1100,1479,1493,22.5,19,2425,4.7
368,Ford,Aspire,1.2,782400,1194,4,4,FWD,In-line,BS IV,42,Petrol,Sedan,1525,3995,1704,4,19.4,5,165,5,Manual,5,1785,1490,1540,32,28.24,2490,5.2
369,Honda,Amaze,S Mt Diesel,785000,1498,4,4,FWD,In-line,BS VI,35,Diesel,Sedan,1501,3995,1695,4,27.4,5,170,5,Manual,2,1010,1490,1540,32,114.29,2470,4.7
370,Mahindra,Bolero Power Plus,Sle,785656,1493,4,2,FWD,In-line,BS IV,60,Diesel,SUV,1880,3995,1745,5,16.5,5,180,7,Manual,2,1615,1490,1540,32,139.29,2680,5.8
371,Hyundai,Aura,1.2,785900,1197,4,4,FWD,In-line,BS VI,37,Petrol,Sedan,1520,3995,1680,5,20.5,5,165,5,Manual,2,1785,1490,1540,32,28.5,2450,5.2
372,Mahindra,Kuv100 Nxt,K8 D 6Str,787304,1198,3,4,FWD,In-line,BS IV,35,Diesel,Hatchback,1655,3700,1735,5,25.32,5,170,6,Manual,2,1785,1490,1490,32,108.57,2385,5.05
373,Tata,Bolt,Xt Diesel,787980,1248,4,4,FWD,In-line,BS IV,44,Diesel,Hatchback,1562,3825,1695,5,22.95,5,165,5,Manual,2,1132,1490,1540,19.17,108.57,2470,5.1
374,Icml,Extreme,9,788177,1994,4,4,RWD,In-line,BS IV,50,Diesel,SUV,1885,4440,1695,5,11.12,5,170,9,Manual,2,1738,1490,1540,31.93,108,2541,5.6
375,Tata,Zest,Zest Premio Edition,788797,1248,4,4,FWD,In-line,BS IV,44,Diesel,Sedan,1570,3995,1706,5,20.65,5,165,5,Manual,2,1155,1450,1440,22.5,108.57,2470,5.1
376,Maruti Suzuki,Baleno Rs,1,788913,998,3,4,FWD,In-line,BS IV,37,Petrol,Hatchback,1510,3995,1745,5,21.4,5,170,5,Manual,2,950,1505,1515,19.22,88.24,2520,4.9
377,Honda,Jazz,Vx Petrol,789000,1199,4,4,FWD,In-line,BS IV,40,Petrol,Hatchback,1544,3955,1694,5,18.2,5,165,5,Manual,2,1044,1490,1475,19.22,22.92,2530,5.1
378,Maruti Suzuki,Baleno,1.2,789912,1197,4,4,FWD,In-line,BS VI,37,Petrol,Hatchback,1510,3995,1745,5,21.4,5,170,5,Manual,2,880,1505,1515,32,0,2520,4.9
379,Hyundai,Grand I10 Nios,1.2,790350,1186,3,4,FWD,In-line,BS VI,37,Diesel,Hatchback,1520,3805,1680,5,20.7,5,165,5,Automatic,2,1785,1490,1540,32.52,108.57,2450,5.2
380,Ford,Freestyle,1.5L Tdci Titanium,790900,1498,4,4,FWD,In-line,BS IV,40,Diesel,Hatchback,1570,3954,1737,5,24.4,5,190,5,Manual,2,1074,1490,1540,28.17,122.86,2490,5
381,Ford,Ecosport,1.5L Ti-Vct Ambiente,791000,1497,3,4,FWD,In-line,BS VI,52,Petrol,SUV,1647,3998,1765,5,17,5,200,5,Manual,2,1220,1490,1540,30.5,33.33,2519,5.3
382,Tata,Zest,Xms Diesel,793898,1248,4,4,FWD,In-line,BS IV,44,Diesel,Sedan,1570,3995,1706,5,20.65,5,165,5,Manual,2,1155,1450,1440,30.5,108.57,2470,5.1
383,Honda,Amaze,Exclusive Edition Petrol,794000,1199,4,4,FWD,In-line,BS VI,35,Petrol,Sedan,1501,3995,1695,4,19.5,5,170,5,Manual,2,924,1490,1540,30.5,22.92,2470,4.7
384,Honda,Amaze,Ace Edition Mt Petrol,794300,1199,4,4,FWD,In-line,BS VI,35,Petrol,Sedan,1501,3995,1695,4,19.5,5,170,5,Manual,2,924,1490,1540,28.17,22.92,2470,4.7
385,Mahindra,Kuv100 Nxt,6,794800,1198,3,4,FWD,In-line,BS IV,35,Diesel,Hatchback,1655,3700,1735,5,25.32,5,170,6,Manual,2,1785,1490,1490,30.5,108.57,2385,5.05
386,Fiat,Avventura,Multijet Dynamic,796132,1248,4,4,FWD,In-line,BS IV,45,Diesel,Crossover,1542,3989,1706,5,20.5,5,205,5,Manual,2,1245,1490,1540,30.5,104.5,2510,5.2
387,Toyota,Etios Cross,Vd,797500,1364,4,2,FWD,In-line,BS IV,45,Diesel,Hatchback,1555,3895,1735,5,23.59,5,174,5,Manual,2,1030,1490,1540,28.17,94.44,2460,4.8
388,Mahindra,Nuvosport,N4,797802,1493,3,4,FWD,In-line,BS IV,60,Diesel,SUV,1870,3985,1850,5,17.21,5,180,7,Manual,2,1785,1490,1540,30.5,150,2760,5.5
389,Hyundai,Xcent,1.2,798558,1120,3,4,FWD,In-line,BS IV,43,Diesel,Sedan,1520,3995,1660,4,25.4,5,165,5,Manual,2,1100,1479,1493,30.5,108.57,2425,4.7
390,Toyota,Platinum Etios,Gxd,799600,1364,4,2,FWD,In-line,BS IV,45,Diesel,Sedan,1510,4369,1695,4,23.59,5,170,5,Manual,2,1020,1475,1485,30.5,94.44,2550,4.8
391,Volkswagen,Ameo,Highline Plus 1.0L,799900,999,3,4,FWD,In-line,BS IV,45,Petrol,Sedan,1483,3995,1682,4,19,5,165,5,Manual,2,1050,1460,1456,49.17,31.67,2470,5.2
392,Renault,Duster,Rxe Petrol,799990,1498,4,4,FWD,In-line,BS IV,50,Petrol,SUV,1695,4315,1822,5,13.87,5,205,5,Manual,2,1296,1560,1567,49.17,35.5,2673,5.2
393,Toyota,Etios Cross,V,802000,1496,4,4,FWD,In-line,BS IV,45,Petrol,Hatchback,1555,3895,1735,5,16.78,5,174,5,Manual,2,950,1490,1540,37.22,44,2460,4.8
394,Maruti Suzuki,Swift,Zxi Plus Amt,802000,1197,4,4,FWD,In-line,BS VI,37,Petrol,Hatchback,1530,3840,1735,5,20.4,5,163,5,Automatic,2,880,1520,1520,37.37,26.9,2450,4.8
395,Toyota,Platinum Etios,Vx Limited Edition,803400,1496,4,4,FWD,In-line,BS IV,45,Petrol,Sedan,1510,4369,1695,4,16.78,5,170,5,Manual,2,990,1490,1540,41.67,44,2550,4.8
396,Maruti Suzuki,Swift,Zdi Amt,804000,1248,4,4,FWD,In-line,BS IV,37,Diesel,Hatchback,1530,3840,1735,5,25.2,5,163,5,Automatic,2,975,1520,1520,45.45,95,2450,4.8
397,Hyundai,Grand I10 Nios,1.2,804450,1186,3,4,FWD,In-line,BS VI,37,Diesel,Hatchback,1520,3805,1680,5,20.7,5,165,5,Manual,2,1785,1490,1540,45,108.57,2450,5.2
398,Maruti Suzuki,Dzire,Vdi Amt,804622,1248,4,4,FWD,In-line,BS IV,37,Diesel,Sedan,1515,3995,1735,4,28.4,5,163,5,Automatic,2,967,1490,1540,45,95,2450,4.8
399,Hyundai,Aura,1.2,804800,1197,4,4,FWD,In-line,BS VI,37,Petrol,Sedan,1520,3995,1680,5,20.1,5,165,5,Automatic,2,1785,1490,1540,45.45,28.5,2450,5.2
400,Maruti Suzuki,Baleno,1.3,807921,1248,4,4,FWD,In-line,BS IV,37,Diesel,Hatchback,1500,3995,1745,5,27.39,5,170,5,Manual,2,980,1505,1515,44.91,95,2520,4.9
401,Honda,Wr-V,Edge Plus Edition Petrol,808050,1199,4,4,FWD,In-line,BS IV,40,Petrol,SUV,1601,3999,1734,5,17.5,7,188,5,Manual,2,1087,1490,1540,44.91,22.92,2555,5.3
402,Fiat,Linea Classic,1.3,808558,1248,4,4,FWD,In-line,BS IV,45,Diesel,Sedan,1487,4560,1730,4,19.5,5,185,5,Manual,2,1210,1490,1540,32.73,112.57,2603,5.4
403,Hyundai,Elite I20,1.2,808993,1197,4,4,FWD,In-line,BS IV,45,Petrol,Hatchback,1505,3995,1734,5,18.15,5,170,5,Manual,6,1515,1505,1503,32.73,28.5,2570,5.2
404,Fiat,Urban Cross,1.3,810211,1248,4,4,FWD,In-line,BS IV,45,Diesel,Crossover,1542,3989,1706,5,20,5,205,5,Manual,2,1215,1490,1540,32.73,104.5,2510,5.2
405,Volkswagen,Ameo,Comfortline 1.5L Tdi,810500,1498,4,4,FWD,In-line,BS IV,45,Diesel,Sedan,1483,3995,1682,4,21.66,5,165,5,Manual,2,1044,1460,1456,68.5,166.67,2470,5.2
406,Nissan,Micra,Xvd,812964,1461,4,2,FWD,In-line,BS IV,41,Diesel,Hatchback,1525,3825,1665,5,23.08,5,150,5,Manual,2,1001,1470,1475,68.5,80,2450,4.65
407,Maruti Suzuki,Vitara Brezza,Vdi,814742,1248,4,4,FWD,In-line,BS IV,48,Diesel,SUV,1640,3995,1790,5,24.3,5,198,5,Manual,2,1170,1490,1540,76.53,114.29,2500,5.2
408,Honda,Wr-V,S Petrol,815000,1199,4,4,FWD,In-line,BS IV,40,Petrol,SUV,1601,3999,1734,5,17.5,7,188,5,Manual,2,1087,1490,1540,32.73,22.92,2555,5.3
409,Mahindra,Bolero,Ex,815883,2523,4,2,FWD,In-line,BS IV,60,Diesel,SUV,1910,4221,1745,5,15.96,5,183,7,Manual,2,1615,1490,1540,45.52,139.29,2794,5.9
410,Toyota,Etios Cross,1.4,816000,1364,4,2,FWD,In-line,BS IV,45,Diesel,Hatchback,1555,3895,1735,5,23.59,5,174,5,Manual,2,1015,1490,1540,76.15,94.44,2460,4.8
411,Honda,Jazz,S Diesel,816500,1498,4,4,FWD,In-line,BS IV,40,Diesel,Hatchback,1544,3955,1694,5,27.3,6,165,5,Manual,2,1139,1490,1475,84.62,114.29,2530,5.1
412,Maruti Suzuki,Dzire,Zdi,816622,1248,4,4,FWD,In-line,BS IV,37,Diesel,Sedan,1515,3995,1735,4,28.4,5,163,5,Manual,2,978,1490,1540,87.23,95,2450,4.8
413,Ford,Aspire,1.5,817400,1498,4,4,FWD,In-line,BS IV,40,Diesel,Sedan,1525,3995,1704,4,26.1,5,165,5,Manual,2,1053-1080 kg,1490,1540,87.23,122.86,2490,5.2
414,Hyundai,Verna,1.4,817867,1396,4,4,FWD,In-line,BS IV,45,Petrol,Sedan,1445,4440,1729,4,19.1,5,165,5,Manual,2,1785,1490,1540,32.54,33.25,2600,5.2
415,Mahindra,Bolero Power Plus,Plus Non Ac Bs4 Ps,819117,2523,4,4,FWD,In-line,BS III,60,Diesel,SUV,1977,4440,1660,5,15.96,5,195,9,Manual,2,1615,1490,1540,32.57,135.42,2794,5.9
416,Maruti Suzuki,Ciaz,1.5L Sigma Smart Hybrid,819689,1462,4,4,FWD,In-line,BS VI,43,Petrol,Sedan,1485,4490,1730,4,21.56,5,170,5,Manual,2,1010,1490,1540,32.59,31.36,2650,5.4
417,Maruti Suzuki,Dzire,Zxi Plus,821613,1197,4,4,FWD,In-line,BS IV,37,Petrol,Sedan,1515,3995,1735,4,22,5,163,5,Manual,2,895,1490,1540,32.62,28.75,2450,4.8
418,Honda,Amaze,V Cvt Petrol,823000,1199,4,4,FWD,In-line,BS VI,35,Petrol,Sedan,1501,3995,1695,4,19,5,170,5,Automatic,2,945,1490,1540,46.13,22.92,2470,4.7
419,Hyundai,Aura,1.2,823700,1186,4,4,FWD,In-line,BS VI,37,Diesel,Sedan,1520,3995,1680,5,20.4,5,165,5,Automatic,2,1785,1490,1540,46.13,108.57,2450,5.2
420,Hyundai,Venue,1,826000,998,4,4,FWD,In-line,BS IV,45,Petrol,SUV,1590,3995,1770,5,18.27,7,200,5,Manual,2,1785,1490,1540,66.67,43,2500,5.2
421,Toyota,Platinum Etios,Vd,828600,1364,4,2,FWD,In-line,BS IV,45,Diesel,Sedan,1510,4369,1695,4,23.59,5,170,5,Manual,2,1020,1475,1485,66.67,94.44,2550,4.8
422,Toyota,Glanza,G Cvt,829900,1197,4,4,FWD,In-line,BS VI,37,Petrol,Hatchback,1540,3995,1745,5,19.56,5,165,5,CVT,2,935,1490,1540,32.64,26.9,2520,4.9
423,Maruti Suzuki,Baleno,1.2,829912,1197,4,4,FWD,In-line,BS VI,37,Petrol,Hatchback,1510,3995,1745,5,21.04,5,170,5,Automatic,2,920,1515,1525,45.04,0,2520,4.9
424,Tata,Nexon,Xma,830000,1198,3,4,FWD,In-line,BS VI,44,Petrol,SUV,1607,3994,1811,5,17.6,5,209,5,Automatic,2,1785,1490,1540,43.2,113.33,2498,5.1
425,Mahindra,Xuv300,1.2,830127,1197,4,4,RWD,In-line,BS VI,42,Petrol,SUV,1617,3995,1821,5,17,6,180,5,Manual,2,1785,1490,1540,43.2,100,2600,5.3
426,Hyundai,Elite I20,Sportz Plus Cvt,831693,1197,4,4,FWD,In-line,BS IV,45,Petrol,Hatchback,1505,3985,1734,5,18.6,5,170,5,Manual,2,1060,1505,1503,43.2,28.75,2570,5.2
427,Mahindra,Nuvosport,N4 +,832415,1493,3,4,FWD,In-line,BS IV,45,Diesel,SUV,1870,3985,1850,5,17.21,5,165,7,Manual,2,1785,1490,1540,46.13,150,2760,5.5
428,Maruti Suzuki,Ertiga,Vxi,834000,1462,4,4,FWD,In-line,BS VI,45,Petrol,MUV,1685,4265,1695,5,19.34,5,165,7,Manual,2,1175,1490,1540,46.13,40.91,2740,5.2
429,Icml,Extreme,9,835275,1994,4,4,RWD,In-line,BS III,50,Diesel,SUV,1885,4440,1695,5,11.12,5,170,9,Manual,2,1710,1490,1540,46.13,108,2541,5.6
430,Tata,Zest,Xma Diesel,836320,1248,4,4,FWD,In-line,BS IV,44,Diesel,Sedan,1570,3995,1706,4,23,5,165,5,AMT,2,1170,1450,1440,46.13,108.57,2470,5.1
431,Ford,Freestyle,1.5L Tdci Titanium Plus,836400,1498,4,4,FWD,In-line,BS IV,40,Diesel,Hatchback,1570,3954,1737,5,24.4,5,190,5,Manual,5,1080,1490,1540,46.13,122.86,2490,5
432,Nissan,Sunny,Xl Petrol,836461,1498,4,4,FWD,In-line,BS IV,41,Petrol,Sedan,1515,4455,1695,4,16.95,5,165,5,Manual,1,1785,1490,1540,46.13,33.5,2600,5.3
433,Maruti Suzuki,Swift,Zdi Plus,838000,1248,4,4,FWD,In-line,BS IV,37,Diesel,Hatchback,1530,3840,1735,5,25.2,5,163,5,Manual,2,985,1520,1520,46.13,95,2450,4.8
434,Ford,Ecosport,1.5L Tdci Ambiente,841000,1498,4,4,FWD,In-line,BS VI,52,Diesel,SUV,1647,3998,1765,5,23,5,200,5,Manual,2,1261,1490,1540,43.2,117.14,2519,5.3
435,Ford,Aspire,1.5,842400,1498,4,4,FWD,In-line,BS IV,40,Diesel,Sedan,1525,3995,1704,4,26.1,5,165,5,Manual,2,1053-1080 kg,1490,1540,46.13,122.86,2490,5.2
436,Tata,Altroz,Xt Diesel,844000,1497,4,4,FWD,In-line,BS VI,37,Diesel,Hatchback,1523,3990,1755,5,23,5,165,5,Manual,2,1785,1490,1540,46.13,160,2501,5
437,Honda,Amaze,V Mt Diesel,845000,1498,4,4,FWD,In-line,BS VI,35,Diesel,Sedan,1501,3995,1695,4,27.4,5,170,5,Manual,2,1021,1490,1540,46.13,114.29,2470,4.7
438,Tata,Nexon,Xe Diesel,845000,1497,4,4,FWD,In-line,BS VI,44,Diesel,SUV,1607,3994,1811,5,23.97,5,209,5,Manual,2,1785,1490,1540,43.2,173.33,2498,5.1
439,Mahindra,Verito,1.5,845154,1461,4,4,FWD,In-line,BS IV,50,Diesel,Sedan,1540,4277,1740,4,21,5,172,5,Manual,2,1140,1080,1600,29.64,116.67,2630,5.25
440,Hyundai,Elite I20,Sportz Plus Crdi,846103,1396,4,4,FWD,In-line,BS IV,45,Diesel,Hatchback,1505,3985,1734,5,22.54,6,170,5,Manual,2,1515,1505,1503,43.2,146.67,2570,5.2
441,Hyundai,Venue,1.4,850000,1397,4,4,FWD,In-line,BS IV,45,Diesel,SUV,1590,3995,1770,5,23.7,6,200,5,Manual,2,1785,1490,1540,46.13,146.67,2500,5.2
442,Mahindra,Bolero Power Plus,Slx,851302,1493,4,2,FWD,In-line,BS IV,60,Diesel,SUV,1880,3995,1745,5,16.5,5,180,7,Manual,2,1615,1490,1540,46.13,139.29,2680,5.8
443,Volkswagen,Polo,1.5,851500,1498,4,4,FWD,In-line,BS IV,45,Diesel,Hatchback,1469,3971,1682,5,20.14,5,165,5,Manual,2,1142,1460,1456,46.13,153.33,2469,4.97
444,Mahindra,Tuv300,T4 Plus,854328,1493,3,4,RWD,In-line,BS IV,60,Diesel,SUV,1817,3995,1835,5,18.49,5,184,7,Manual,2,1590,1490,1540,46.13,150,2680,5.35
445,Hyundai,Aura,1,854900,998,4,4,FWD,In-line,BS VI,37,Petrol,Sedan,1520,3995,1680,5,20.5,5,165,5,Manual,2,1785,1490,1540,42.2,114.67,2450,5.2
446,Tata,Zest,Xt Diesel,855362,1248,4,4,FWD,In-line,BS IV,44,Diesel,Sedan,1570,3995,1706,4,23,5,165,5,Manual,2,1170,1450,1440,52.63,114.29,2470,5.1
447,Hyundai,I20 Active,1.2,858536,1197,4,4,FWD,In-line,BS IV,40,Petrol,Hatchback,1555,3995,1760,5,17.19,6,190,5,Manual,5,1785,1505,1505,52.63,28.5,2570,5.2
448,Mahindra,Bolero Power Plus,Plus Ac Bs4 Ps,859497,2523,4,2,FWD,In-line,BS IV,60,Diesel,SUV,1977,4494,1745,5,15.96,5,195,7,Manual,2,1615,1490,1540,52.63,0,2794,5.9
449,Mahindra,Bolero,Sle,860720,2523,4,2,FWD,In-line,BS IV,60,Diesel,SUV,1880,4107,1745,5,15.96,5,180,7,Manual,2,1615,1490,1540,52.63,139.29,2680,5.8
450,Nissan,Sunny,Xe Diesel,860997,1461,4,4,FWD,In-line,BS IV,41,Diesel,Sedan,1515,4455,1695,4,22.71,5,165,5,Manual,1,1785,1490,1540,52.63,100,2600,5.3
451,Fiat,Linea,Active Multijet,862175,1248,4,4,FWD,In-line,BS IV,45,Diesel,Sedan,1494,4596,1730,4,20.4,5,185,5,Manual,2,1236,1471,1466,18.25,104.5,2603,5.4
452,Ford,Aspire,1.5,862400,1498,4,4,FWD,In-line,BS IV,40,Diesel,Sedan,1525,3995,1704,4,26.1,5,165,5,Manual,5,1053-1080 kg,1490,1540,18.25,122.86,2490,5.2
453,Maruti Suzuki,Dzire,Zdi Amt,863122,1248,4,4,FWD,In-line,BS IV,37,Diesel,Sedan,1515,3995,1735,4,28.4,5,163,5,Automatic,2,978,1490,1540,18.25,95,2450,4.8
454,Renault,Lodgy,85,863299,1461,4,4,FWD,In-line,BS IV,50,Diesel,MUV,1697,4498,1751,4,21.04,5,174,8,Manual,2,1299,1490,1478,18.25,105.26,2810,5.55
455,Honda,Amaze,Vx Cvt Petrol,864000,1199,4,4,FWD,In-line,BS VI,35,Petrol,Sedan,1501,3995,1695,4,19.5,5,170,5,Automatic,2,924,1490,1540,18.25,22.92,2470,4.7
456,Maruti Suzuki,Vitara Brezza,Vdi Ags,864742,1248,4,4,FWD,In-line,BS IV,48,Diesel,SUV,1640,3995,1790,5,24.3,5,198,5,Automatic,1,1170,1490,1540,28.5,114.29,2500,5.2
457,Honda,Jazz,V Cvt,865000,1199,4,4,FWD,In-line,BS IV,40,Petrol,Hatchback,1544,3955,1694,5,19,5,165,5,Automatic,2,1064,1490,1475,28.75,22.92,2530,5.1
458,Honda,Amaze,S Cvt Diesel,865000,1498,4,4,FWD,In-line,BS VI,35,Diesel,Sedan,1501,3995,1695,4,23.8,5,170,5,Automatic,2,1031,1490,1540,28.75,91.43,2470,4.9
459,Maruti Suzuki,Baleno,1.3,868221,1248,4,4,FWD,In-line,BS IV,37,Diesel,Hatchback,1500,3995,1745,5,27.39,5,170,5,Manual,2,985,1505,1515,28.75,95,2520,4.9
460,Maruti Suzuki,Dzire,Zxi Plus Amt,868613,1197,4,4,FWD,In-line,BS IV,37,Petrol,Sedan,1515,3995,1735,4,22,5,163,5,Automatic,2,990,1490,1540,28.75,28.75,2450,4.8
461,Mahindra,Xuv300,1.5,869131,1497,4,4,RWD,In-line,BS VI,42,Diesel,SUV,1617,3995,1821,5,20,6,180,5,Manual,2,1785,1490,1540,28.75,200,2600,5.3
462,Tata,Nexon,Xz,870000,1198,3,4,FWD,In-line,BS VI,44,Petrol,SUV,1607,3994,1811,5,17.6,5,209,5,Manual,2,1785,1490,1540,23.33,113.33,2498,5.1
463,Ford,Ecosport,1.5L Ti-Vct Trend,871000,1497,3,4,FWD,In-line,BS VI,52,Petrol,SUV,1647,3998,1765,5,17,5,200,5,Manual,2,1225,1490,1540,23.33,33.33,2519,5.3
464,Hyundai,Xcent,1.2,875358,1120,3,4,FWD,In-line,BS IV,43,Diesel,Sedan,1520,3995,1660,4,25.4,5,165,5,Manual,2,1100,1479,1493,23.33,108.57,2425,4.7
465,Toyota,Yaris,J (O),876000,1496,4,4,FWD,In-line,BS IV,42,Petrol,Sedan,1495,4425,1730,4,17.1,6,152,5,Manual,3,1090,1490,1540,23.33,33.33,2550,5.1
466,Hyundai,Elite I20,Sportz Plus Crdi Dual Tone,876103,1396,4,4,FWD,In-line,BS IV,45,Diesel,Hatchback,1505,3985,1734,5,22.54,6,170,5,Manual,2,1515,1505,1503,28.75,146.67,2570,5.2
467,Fiat,Avventura,Multijet Emotion,876341,1248,4,4,FWD,In-line,BS IV,45,Diesel,Crossover,1542,3989,1706,5,20.5,5,205,5,Manual,2,1255,1490,1540,108.33,104.5,2510,5.2
468,Volkswagen,Vento,1.6,876500,1598,4,4,FWD,In-line,BS IV,55,Petrol,Sedan,1467,4390,1699,5,16.09,5,163,5,Manual,2,1140,1457,1500,73.94,40.26,2553,5.4
469,Nissan,Sunny,Special Edition Diesel,877285,1461,4,4,FWD,In-line,BS IV,41,Diesel,Sedan,1515,4455,1695,4,22.71,5,165,5,Manual,2,1785,1490,1540,72.5,100,2600,5.3
470,Honda,Amaze,Ace Edition Cvt Petrol,877300,1199,4,4,FWD,In-line,BS VI,35,Petrol,Sedan,1501,3995,1695,4,19.5,5,170,5,Automatic,2,924,1490,1540,73.94,22.92,2470,4.7
471,Maruti Suzuki,S-Cross,1.3L Sigma,880689,1248,4,4,FWD,In-line,BS IV,48,Diesel,Crossover,1595,4300,1785,5,23.65,5,180,5,Manual,2,1215,1490,1540,77.45,114.29,2600,5.5
472,Mahindra,E2O Plus,P4,881425,1197,4,4,RWD,In-line,BS IV,45,Electric,Hatchback,1585,3390,1575,4,23,5,170,4,Automatic,2,937,1490,1540,32.67,70,2258,4.35
473,Maruti Suzuki,Ciaz,1.5L Delta Smart Hybrid,881689,1462,4,4,FWD,In-line,BS VI,43,Petrol,Sedan,1485,4490,1730,4,21.56,5,170,5,Manual,2,1010,1490,1540,32.69,31.36,2650,5.4
474,Skoda,Rapid,1.6,881916,1598,4,4,FWD,In-line,BS IV,55,Petrol,Sedan,1466,4413,1699,4,15.41,5,163,5,Manual,2,1137,1490,1540,77.53,40.8,2552,5.3
475,Hyundai,I20 Active,1.2,882298,1197,4,4,FWD,In-line,BS IV,40,Petrol,Hatchback,1555,3995,1760,5,17.19,6,190,5,Manual,5,1785,1505,1505,77.53,28.5,2570,5.2
476,Maruti Suzuki,Swift,Zdi Plus Amt,884000,1248,4,4,FWD,In-line,BS IV,37,Diesel,Hatchback,1530,3840,1735,5,25.2,5,163,5,Automatic,2,985,1520,1520,76.25,95,2450,4.8
477,Mahindra,Bolero Power Plus,Zlx,886398,1493,4,2,FWD,In-line,BS IV,60,Diesel,SUV,1880,3995,1745,5,16.5,5,180,7,Manual,2,1615,1490,1540,84.85,139.29,2680,5.8
478,Maruti Suzuki,Ertiga,Vxi Cng (Cng +,887689,1462,4,4,FWD,In-line,BS VI,45,CNG + Petrol,MUV,1685,4265,1695,5,19.34,5,165,7,Manual,2,1175,1490,1540,84.85,40.91,2740,5.2
479,Toyota,Platinum Etios,Vxd,888400,1364,4,2,FWD,In-line,BS IV,45,Diesel,Sedan,1510,4369,1695,4,23.59,5,170,5,Manual,2,1020,1490,1540,88.1,94.44,2550,4.9
480,Toyota,Glanza,V Cvt,890200,1197,4,4,FWD,In-line,BS VI,37,Petrol,Hatchback,1540,3995,1745,5,19.56,5,165,5,CVT,2,935,1490,1540,44.75,26.9,2520,4.9
481,Maruti Suzuki,Baleno,1.2,890212,1197,4,4,FWD,In-line,BS VI,37,Petrol,Hatchback,1510,3995,1745,5,21.4,5,170,5,Automatic,2,935,1505,1515,44.75,0,2520,4.9
482,Maruti Suzuki,Vitara Brezza,Zdi,892243,1248,4,4,FWD,In-line,BS IV,48,Diesel,SUV,1640,3995,1790,5,24.3,5,198,5,Manual,2,1170,1490,1540,68.8,114.29,2500,5.2
483,Honda,Amaze,Vx Mt Diesel,893000,1498,4,4,FWD,In-line,BS VI,35,Diesel,Sedan,1501,3995,1695,4,27.4,5,170,5,Manual,2,1023,1490,1540,68.8,114.29,2470,4.7
484,Honda,Jazz,V Diesel,896500,1498,4,4,FWD,In-line,BS IV,40,Diesel,Hatchback,1544,3955,1694,5,27.3,6,165,5,Manual,2,1146,1490,1475,105.07,114.29,2530,5.1
485,Icml,Extreme,7,900967,1994,4,4,RWD,In-line,BS III,50,Diesel,SUV,1885,4440,1695,5,11.12,5,170,7,Manual,2,1710,1490,1540,105.07,108,2541,5.6
486,Hyundai,Aura,1.2,903800,1186,4,4,FWD,In-line,BS VI,37,Diesel,Sedan,1520,3995,1680,5,25.35,5,165,5,Manual,2,1785,1490,1540,68.8,108.57,2450,5.2
487,Tata,Altroz,Xz Diesel,904000,1497,4,4,FWD,In-line,BS VI,37,Diesel,Hatchback,1523,3990,1755,5,23,5,165,5,Manual,2,1785,1490,1540,105.07,160,2501,5
488,Mahindra,Nuvosport,N6,905642,1493,3,4,FWD,In-line,BS IV,60,Diesel,SUV,1870,3985,1850,5,17.21,5,180,7,Manual,2,1785,1490,1540,68.8,150,2760,5.5
489,Honda,Amaze,Exclusive Edition Diesel,906000,1498,4,4,FWD,In-line,BS VI,35,Diesel,Sedan,1501,3995,1695,4,27.4,5,170,5,Manual,2,1023,1490,1540,105.07,114.29,2470,4.7
490,Maruti Suzuki,Dzire,Zdi Plus,906122,1248,4,4,FWD,In-line,BS IV,37,Diesel,Sedan,1515,3995,1735,4,28.4,5,163,5,Manual,2,895,1490,1540,44.75,95,2450,4.8
